model_name,model_display_name,model_description,dataset_type,learning_rate,iteration,epochs_trained,train_metrics,val_metrics,test_metrics,test_accuracy,val_accuracy,train_accuracy,test_precision,val_precision,train_precision,test_recall,val_recall,train_recall,test_f1,val_f1,train_f1
bert,BERT,General domain BERT,title,0.0001,0,11,"{'precision': 0.5024390243902439, 'recall': 0.6, 'f1': 0.47810945273631833, 'accuracy': 0.6}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.66875, 'recall': 0.62, 'f1': 0.5083916083916084, 'accuracy': 0.62}",0.62,0.5333333333333333,0.6,0.66875,0.3428571428571428,0.5024390243902439,0.62,0.5333333333333333,0.6,0.5083916083916084,0.41739130434782606,0.47810945273631833
bert,BERT,General domain BERT,title,0.0001,1,11,"{'precision': 0.3714285714285714, 'recall': 0.6, 'f1': 0.45882352941176463, 'accuracy': 0.6}","{'precision': 0.8153846153846154, 'recall': 0.7333333333333333, 'f1': 0.6909090909090909, 'accuracy': 0.7333333333333333}","{'precision': 0.7673469387755102, 'recall': 0.62, 'f1': 0.4937914406268837, 'accuracy': 0.62}",0.62,0.7333333333333333,0.6,0.7673469387755102,0.8153846153846154,0.3714285714285714,0.62,0.7333333333333333,0.6,0.4937914406268837,0.6909090909090909,0.45882352941176463
bert,BERT,General domain BERT,title,0.0001,2,11,"{'precision': 0.5700212615166549, 'recall': 0.611764705882353, 'f1': 0.4844070961718021, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.6,0.611764705882353,0.7636363636363638,0.36,0.5700212615166549,0.61,0.6,0.611764705882353,0.4723423838011966,0.44999999999999996,0.4844070961718021
bert,BERT,General domain BERT,title,0.0001,3,11,"{'precision': 0.4671387073347858, 'recall': 0.5882352941176471, 'f1': 0.4717596853819763, 'accuracy': 0.5882352941176471}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.6063157894736843, 'recall': 0.61, 'f1': 0.5023655913978495, 'accuracy': 0.61}",0.61,0.5333333333333333,0.5882352941176471,0.6063157894736843,0.3428571428571428,0.4671387073347858,0.61,0.5333333333333333,0.5882352941176471,0.5023655913978495,0.41739130434782606,0.4717596853819763
bert,BERT,General domain BERT,title,0.0001,4,11,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.5612244897959183, 'recall': 0.6, 'f1': 0.46714888487040385, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.5612244897959183,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.46714888487040385,0.44999999999999996,0.4644053241734651
bert,BERT,General domain BERT,title,0.0002,0,11,"{'precision': 0.5700212615166549, 'recall': 0.611764705882353, 'f1': 0.4844070961718021, 'accuracy': 0.611764705882353}","{'precision': 0.5692307692307692, 'recall': 0.6, 'f1': 0.5363636363636365, 'accuracy': 0.6}","{'precision': 0.6063157894736843, 'recall': 0.61, 'f1': 0.5023655913978495, 'accuracy': 0.61}",0.61,0.6,0.611764705882353,0.6063157894736843,0.5692307692307692,0.5700212615166549,0.61,0.6,0.611764705882353,0.5023655913978495,0.5363636363636365,0.4844070961718021
bert,BERT,General domain BERT,title,0.0002,1,11,"{'precision': 0.36853295535081504, 'recall': 0.5882352941176471, 'f1': 0.4531590413943355, 'accuracy': 0.5882352941176471}","{'precision': 0.32307692307692304, 'recall': 0.4666666666666667, 'f1': 0.38181818181818183, 'accuracy': 0.4666666666666667}","{'precision': 0.6368794326241134, 'recall': 0.62, 'f1': 0.5215132693393564, 'accuracy': 0.62}",0.62,0.4666666666666667,0.5882352941176471,0.6368794326241134,0.32307692307692304,0.36853295535081504,0.62,0.4666666666666667,0.5882352941176471,0.5215132693393564,0.38181818181818183,0.4531590413943355
bert,BERT,General domain BERT,title,0.0002,2,11,"{'precision': 0.5024390243902439, 'recall': 0.6, 'f1': 0.47810945273631833, 'accuracy': 0.6}","{'precision': 0.7857142857142858, 'recall': 0.6666666666666666, 'f1': 0.5838509316770186, 'accuracy': 0.6666666666666666}","{'precision': 0.6926315789473685, 'recall': 0.63, 'f1': 0.5278853046594982, 'accuracy': 0.63}",0.63,0.6666666666666666,0.6,0.6926315789473685,0.7857142857142858,0.5024390243902439,0.63,0.6666666666666666,0.6,0.5278853046594982,0.5838509316770186,0.47810945273631833
bert,BERT,General domain BERT,title,0.0002,3,11,"{'precision': 0.5700212615166549, 'recall': 0.611764705882353, 'f1': 0.4844070961718021, 'accuracy': 0.611764705882353}","{'precision': 0.32307692307692304, 'recall': 0.4666666666666667, 'f1': 0.38181818181818183, 'accuracy': 0.4666666666666667}","{'precision': 0.66875, 'recall': 0.62, 'f1': 0.5083916083916084, 'accuracy': 0.62}",0.62,0.4666666666666667,0.611764705882353,0.66875,0.32307692307692304,0.5700212615166549,0.62,0.4666666666666667,0.611764705882353,0.5083916083916084,0.38181818181818183,0.4844070961718021
bert,BERT,General domain BERT,title,0.0002,4,11,"{'precision': 0.3655667144906743, 'recall': 0.5764705882352941, 'f1': 0.4474100087796313, 'accuracy': 0.5764705882352941}","{'precision': 0.7857142857142858, 'recall': 0.6666666666666666, 'f1': 0.5838509316770186, 'accuracy': 0.6666666666666666}","{'precision': 0.66875, 'recall': 0.62, 'f1': 0.5083916083916084, 'accuracy': 0.62}",0.62,0.6666666666666666,0.5764705882352941,0.66875,0.7857142857142858,0.3655667144906743,0.62,0.6666666666666666,0.5764705882352941,0.5083916083916084,0.5838509316770186,0.4474100087796313
bert,BERT,General domain BERT,title,0.0005,0,12,"{'precision': 0.5717501815541032, 'recall': 0.611764705882353, 'f1': 0.501944846217292, 'accuracy': 0.611764705882353}","{'precision': 0.5692307692307692, 'recall': 0.6, 'f1': 0.5363636363636365, 'accuracy': 0.6}","{'precision': 0.6926315789473685, 'recall': 0.63, 'f1': 0.5278853046594982, 'accuracy': 0.63}",0.63,0.6,0.611764705882353,0.6926315789473685,0.5692307692307692,0.5717501815541032,0.63,0.6,0.611764705882353,0.5278853046594982,0.5363636363636365,0.501944846217292
bert,BERT,General domain BERT,title,0.0005,1,11,"{'precision': 0.36853295535081504, 'recall': 0.5882352941176471, 'f1': 0.4531590413943355, 'accuracy': 0.5882352941176471}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.7673469387755102, 'recall': 0.62, 'f1': 0.4937914406268837, 'accuracy': 0.62}",0.62,0.6,0.5882352941176471,0.7673469387755102,0.36,0.36853295535081504,0.62,0.6,0.5882352941176471,0.4937914406268837,0.44999999999999996,0.4531590413943355
bert,BERT,General domain BERT,title,0.0005,2,11,"{'precision': 0.36853295535081504, 'recall': 0.5882352941176471, 'f1': 0.4531590413943355, 'accuracy': 0.5882352941176471}","{'precision': 0.7857142857142858, 'recall': 0.6666666666666666, 'f1': 0.5838509316770186, 'accuracy': 0.6666666666666666}","{'precision': 0.66875, 'recall': 0.62, 'f1': 0.5083916083916084, 'accuracy': 0.62}",0.62,0.6666666666666666,0.5882352941176471,0.66875,0.7857142857142858,0.36853295535081504,0.62,0.6666666666666666,0.5882352941176471,0.5083916083916084,0.5838509316770186,0.4531590413943355
bert,BERT,General domain BERT,title,0.0005,3,13,"{'precision': 0.6061624649859944, 'recall': 0.6235294117647059, 'f1': 0.5388235294117647, 'accuracy': 0.6235294117647059}","{'precision': 0.3, 'recall': 0.4, 'f1': 0.34285714285714286, 'accuracy': 0.4}","{'precision': 0.6217391304347826, 'recall': 0.62, 'f1': 0.5333333333333333, 'accuracy': 0.62}",0.62,0.4,0.6235294117647059,0.6217391304347826,0.3,0.6061624649859944,0.62,0.4,0.6235294117647059,0.5333333333333333,0.34285714285714286,0.5388235294117647
bert,BERT,General domain BERT,title,0.0005,4,11,"{'precision': 0.7715095676824948, 'recall': 0.6352941176470588, 'f1': 0.5156551509492686, 'accuracy': 0.6352941176470588}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.7673469387755102, 'recall': 0.62, 'f1': 0.4937914406268837, 'accuracy': 0.62}",0.62,0.6,0.6352941176470588,0.7673469387755102,0.36,0.7715095676824948,0.62,0.6,0.6352941176470588,0.4937914406268837,0.44999999999999996,0.5156551509492686
bert,BERT,General domain BERT,title,1e-05,0,11,"{'precision': 0.5024390243902439, 'recall': 0.6, 'f1': 0.47810945273631833, 'accuracy': 0.6}","{'precision': 0.32307692307692304, 'recall': 0.4666666666666667, 'f1': 0.38181818181818183, 'accuracy': 0.4666666666666667}","{'precision': 0.66875, 'recall': 0.62, 'f1': 0.5083916083916084, 'accuracy': 0.62}",0.62,0.4666666666666667,0.6,0.66875,0.32307692307692304,0.5024390243902439,0.62,0.4666666666666667,0.6,0.5083916083916084,0.38181818181818183,0.47810945273631833
bert,BERT,General domain BERT,title,1e-05,1,20,"{'precision': 0.36853295535081504, 'recall': 0.5882352941176471, 'f1': 0.4531590413943355, 'accuracy': 0.5882352941176471}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7673469387755102, 'recall': 0.62, 'f1': 0.4937914406268837, 'accuracy': 0.62}",0.62,0.5333333333333333,0.5882352941176471,0.7673469387755102,0.3428571428571428,0.36853295535081504,0.62,0.5333333333333333,0.5882352941176471,0.4937914406268837,0.41739130434782606,0.4531590413943355
bert,BERT,General domain BERT,title,1e-05,2,11,"{'precision': 0.7715095676824948, 'recall': 0.6352941176470588, 'f1': 0.5156551509492686, 'accuracy': 0.6352941176470588}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.5333333333333333,0.6352941176470588,0.36,0.3428571428571428,0.7715095676824948,0.6,0.5333333333333333,0.6352941176470588,0.44999999999999996,0.41739130434782606,0.5156551509492686
bert,BERT,General domain BERT,title,1e-05,3,11,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
bert,BERT,General domain BERT,title,1e-05,4,11,"{'precision': 0.5700212615166549, 'recall': 0.611764705882353, 'f1': 0.4844070961718021, 'accuracy': 0.611764705882353}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7673469387755102, 'recall': 0.62, 'f1': 0.4937914406268837, 'accuracy': 0.62}",0.62,0.5333333333333333,0.611764705882353,0.7673469387755102,0.3428571428571428,0.5700212615166549,0.62,0.5333333333333333,0.611764705882353,0.4937914406268837,0.41739130434782606,0.4844070961718021
bert,BERT,General domain BERT,title,2e-05,0,11,"{'precision': 0.5700212615166549, 'recall': 0.611764705882353, 'f1': 0.4844070961718021, 'accuracy': 0.611764705882353}","{'precision': 0.7857142857142858, 'recall': 0.6666666666666666, 'f1': 0.5838509316770186, 'accuracy': 0.6666666666666666}","{'precision': 0.5612244897959183, 'recall': 0.6, 'f1': 0.46714888487040385, 'accuracy': 0.6}",0.6,0.6666666666666666,0.611764705882353,0.5612244897959183,0.7857142857142858,0.5700212615166549,0.6,0.6666666666666666,0.611764705882353,0.46714888487040385,0.5838509316770186,0.4844070961718021
bert,BERT,General domain BERT,title,2e-05,1,19,"{'precision': 0.5508771929824562, 'recall': 0.6, 'f1': 0.5232142857142857, 'accuracy': 0.6}","{'precision': 0.5692307692307692, 'recall': 0.6, 'f1': 0.5363636363636365, 'accuracy': 0.6}","{'precision': 0.6217391304347826, 'recall': 0.62, 'f1': 0.5333333333333333, 'accuracy': 0.62}",0.62,0.6,0.6,0.6217391304347826,0.5692307692307692,0.5508771929824562,0.62,0.6,0.6,0.5333333333333333,0.5363636363636365,0.5232142857142857
bert,BERT,General domain BERT,title,2e-05,2,11,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
bert,BERT,General domain BERT,title,2e-05,3,11,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
bert,BERT,General domain BERT,title,2e-05,4,11,"{'precision': 0.3655667144906743, 'recall': 0.5764705882352941, 'f1': 0.4474100087796313, 'accuracy': 0.5764705882352941}","{'precision': 0.5692307692307692, 'recall': 0.6, 'f1': 0.5363636363636365, 'accuracy': 0.6}","{'precision': 0.6063157894736843, 'recall': 0.61, 'f1': 0.5023655913978495, 'accuracy': 0.61}",0.61,0.6,0.5764705882352941,0.6063157894736843,0.5692307692307692,0.3655667144906743,0.61,0.6,0.5764705882352941,0.5023655913978495,0.5363636363636365,0.4474100087796313
bert,BERT,General domain BERT,title,5e-05,0,11,"{'precision': 0.6152941176470588, 'recall': 0.6235294117647059, 'f1': 0.5247584201144572, 'accuracy': 0.6235294117647059}","{'precision': 0.7857142857142858, 'recall': 0.6666666666666666, 'f1': 0.5838509316770186, 'accuracy': 0.6666666666666666}","{'precision': 0.5963133640552996, 'recall': 0.61, 'f1': 0.5151439299123904, 'accuracy': 0.61}",0.61,0.6666666666666666,0.6235294117647059,0.5963133640552996,0.7857142857142858,0.6152941176470588,0.61,0.6666666666666666,0.6235294117647059,0.5151439299123904,0.5838509316770186,0.5247584201144572
bert,BERT,General domain BERT,title,5e-05,1,11,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
bert,BERT,General domain BERT,title,5e-05,2,11,"{'precision': 0.4671387073347858, 'recall': 0.5882352941176471, 'f1': 0.4717596853819763, 'accuracy': 0.5882352941176471}","{'precision': 0.6666666666666666, 'recall': 0.6666666666666666, 'f1': 0.6349206349206349, 'accuracy': 0.6666666666666666}","{'precision': 0.6599078341013825, 'recall': 0.63, 'f1': 0.5400083437630371, 'accuracy': 0.63}",0.63,0.6666666666666666,0.5882352941176471,0.6599078341013825,0.6666666666666666,0.4671387073347858,0.63,0.6666666666666666,0.5882352941176471,0.5400083437630371,0.6349206349206349,0.4717596853819763
bert,BERT,General domain BERT,title,5e-05,3,11,"{'precision': 0.36853295535081504, 'recall': 0.5882352941176471, 'f1': 0.4531590413943355, 'accuracy': 0.5882352941176471}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.5882352941176471,0.36,0.36,0.36853295535081504,0.6,0.6,0.5882352941176471,0.44999999999999996,0.44999999999999996,0.4531590413943355
bert,BERT,General domain BERT,title,5e-05,4,14,"{'precision': 0.4671387073347858, 'recall': 0.5882352941176471, 'f1': 0.4717596853819763, 'accuracy': 0.5882352941176471}","{'precision': 0.32307692307692304, 'recall': 0.4666666666666667, 'f1': 0.38181818181818183, 'accuracy': 0.4666666666666667}","{'precision': 0.6063157894736843, 'recall': 0.61, 'f1': 0.5023655913978495, 'accuracy': 0.61}",0.61,0.4666666666666667,0.5882352941176471,0.6063157894736843,0.32307692307692304,0.4671387073347858,0.61,0.4666666666666667,0.5882352941176471,0.5023655913978495,0.38181818181818183,0.4717596853819763
bert,BERT,General domain BERT,title,1e-06,0,102,"{'precision': 0.5428571428571428, 'recall': 0.6, 'f1': 0.51, 'accuracy': 0.6}","{'precision': 0.7857142857142858, 'recall': 0.6666666666666666, 'f1': 0.5838509316770186, 'accuracy': 0.6666666666666666}","{'precision': 0.6217391304347826, 'recall': 0.62, 'f1': 0.5333333333333333, 'accuracy': 0.62}",0.62,0.6666666666666666,0.6,0.6217391304347826,0.7857142857142858,0.5428571428571428,0.62,0.6666666666666666,0.6,0.5333333333333333,0.5838509316770186,0.51
bert,BERT,General domain BERT,title,1e-06,1,71,"{'precision': 0.3655667144906743, 'recall': 0.5764705882352941, 'f1': 0.4474100087796313, 'accuracy': 0.5764705882352941}","{'precision': 0.8153846153846154, 'recall': 0.7333333333333333, 'f1': 0.6909090909090909, 'accuracy': 0.7333333333333333}","{'precision': 0.4907801418439716, 'recall': 0.58, 'f1': 0.4711462450592886, 'accuracy': 0.58}",0.58,0.7333333333333333,0.5764705882352941,0.4907801418439716,0.8153846153846154,0.3655667144906743,0.58,0.7333333333333333,0.5764705882352941,0.4711462450592886,0.6909090909090909,0.4474100087796313
bert,BERT,General domain BERT,title,1e-06,2,20,"{'precision': 0.5700212615166549, 'recall': 0.611764705882353, 'f1': 0.4844070961718021, 'accuracy': 0.611764705882353}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7711340206185568, 'recall': 0.63, 'f1': 0.5144126796030218, 'accuracy': 0.63}",0.63,0.5333333333333333,0.611764705882353,0.7711340206185568,0.3428571428571428,0.5700212615166549,0.63,0.5333333333333333,0.611764705882353,0.5144126796030218,0.41739130434782606,0.4844070961718021
bert,BERT,General domain BERT,title,1e-06,3,155,"{'precision': 0.36853295535081504, 'recall': 0.5882352941176471, 'f1': 0.4531590413943355, 'accuracy': 0.5882352941176471}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.6316151202749141, 'recall': 0.61, 'f1': 0.48816471633832026, 'accuracy': 0.61}",0.61,0.5333333333333333,0.5882352941176471,0.6316151202749141,0.3428571428571428,0.36853295535081504,0.61,0.5333333333333333,0.5882352941176471,0.48816471633832026,0.41739130434782606,0.4531590413943355
bert,BERT,General domain BERT,title,1e-06,4,87,"{'precision': 0.53, 'recall': 0.6, 'f1': 0.49505582137161086, 'accuracy': 0.6}","{'precision': 0.32307692307692304, 'recall': 0.4666666666666667, 'f1': 0.38181818181818183, 'accuracy': 0.4666666666666667}","{'precision': 0.6063157894736843, 'recall': 0.61, 'f1': 0.5023655913978495, 'accuracy': 0.61}",0.61,0.4666666666666667,0.6,0.6063157894736843,0.32307692307692304,0.53,0.61,0.4666666666666667,0.6,0.5023655913978495,0.38181818181818183,0.49505582137161086
bert,BERT,General domain BERT,title,2e-06,0,129,"{'precision': 0.5735666418466121, 'recall': 0.611764705882353, 'f1': 0.517384546302373, 'accuracy': 0.611764705882353}","{'precision': 0.48333333333333334, 'recall': 0.5333333333333333, 'f1': 0.4888888888888889, 'accuracy': 0.5333333333333333}","{'precision': 0.5404151404151404, 'recall': 0.59, 'f1': 0.5023922151642113, 'accuracy': 0.59}",0.59,0.5333333333333333,0.611764705882353,0.5404151404151404,0.48333333333333334,0.5735666418466121,0.59,0.5333333333333333,0.611764705882353,0.5023922151642113,0.4888888888888889,0.517384546302373
bert,BERT,General domain BERT,title,2e-06,1,59,"{'precision': 0.3655667144906743, 'recall': 0.5764705882352941, 'f1': 0.4474100087796313, 'accuracy': 0.5764705882352941}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.5612244897959183, 'recall': 0.6, 'f1': 0.46714888487040385, 'accuracy': 0.6}",0.6,0.6,0.5764705882352941,0.5612244897959183,0.36,0.3655667144906743,0.6,0.6,0.5764705882352941,0.46714888487040385,0.44999999999999996,0.4474100087796313
bert,BERT,General domain BERT,title,2e-06,2,77,"{'precision': 0.7669467787114845, 'recall': 0.6235294117647059, 'f1': 0.49065743944636675, 'accuracy': 0.6235294117647059}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.49209621993127145, 'recall': 0.59, 'f1': 0.4619167530736187, 'accuracy': 0.59}",0.59,0.6,0.6235294117647059,0.49209621993127145,0.36,0.7669467787114845,0.59,0.6,0.6235294117647059,0.4619167530736187,0.44999999999999996,0.49065743944636675
bert,BERT,General domain BERT,title,2e-06,3,67,"{'precision': 0.6393113342898135, 'recall': 0.6235294117647059, 'f1': 0.5088088966930057, 'accuracy': 0.6235294117647059}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.6,0.6235294117647059,0.7636363636363638,0.36,0.6393113342898135,0.61,0.6,0.6235294117647059,0.4723423838011966,0.44999999999999996,0.5088088966930057
bert,BERT,General domain BERT,title,2e-06,4,53,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.3551020408163265, 'recall': 0.58, 'f1': 0.44050632911392396, 'accuracy': 0.58}",0.58,0.6,0.611764705882353,0.3551020408163265,0.36,0.3742560553633218,0.58,0.6,0.611764705882353,0.44050632911392396,0.44999999999999996,0.4644053241734651
bert,BERT,General domain BERT,title,5e-06,0,11,"{'precision': 0.3655667144906743, 'recall': 0.5764705882352941, 'f1': 0.4474100087796313, 'accuracy': 0.5764705882352941}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.6368794326241134, 'recall': 0.62, 'f1': 0.5215132693393564, 'accuracy': 0.62}",0.62,0.5333333333333333,0.5764705882352941,0.6368794326241134,0.3428571428571428,0.3655667144906743,0.62,0.5333333333333333,0.5764705882352941,0.5215132693393564,0.41739130434782606,0.4474100087796313
bert,BERT,General domain BERT,title,5e-06,1,11,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
bert,BERT,General domain BERT,title,5e-06,2,11,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
bert,BERT,General domain BERT,title,5e-06,3,37,"{'precision': 0.7715095676824948, 'recall': 0.6352941176470588, 'f1': 0.5156551509492686, 'accuracy': 0.6352941176470588}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.7711340206185568, 'recall': 0.63, 'f1': 0.5144126796030218, 'accuracy': 0.63}",0.63,0.6,0.6352941176470588,0.7711340206185568,0.36,0.7715095676824948,0.63,0.6,0.6352941176470588,0.5144126796030218,0.44999999999999996,0.5156551509492686
bert,BERT,General domain BERT,title,5e-06,4,59,"{'precision': 0.4671387073347858, 'recall': 0.5882352941176471, 'f1': 0.4717596853819763, 'accuracy': 0.5882352941176471}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.5882352941176471,0.36,0.36,0.4671387073347858,0.6,0.6,0.5882352941176471,0.44999999999999996,0.44999999999999996,0.4717596853819763
bert,BERT,General domain BERT,title_abstract,0.0001,0,111,"{'precision': 0.5796132151490733, 'recall': 0.611764705882353, 'f1': 0.5537882352941177, 'accuracy': 0.611764705882353}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.6926315789473685, 'recall': 0.63, 'f1': 0.5278853046594982, 'accuracy': 0.63}",0.63,0.5333333333333333,0.611764705882353,0.6926315789473685,0.3428571428571428,0.5796132151490733,0.63,0.5333333333333333,0.611764705882353,0.5278853046594982,0.41739130434782606,0.5537882352941177
bert,BERT,General domain BERT,title_abstract,0.0001,1,117,"{'precision': 0.5998994469582705, 'recall': 0.6235294117647059, 'f1': 0.5720485108489398, 'accuracy': 0.6235294117647059}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7673469387755102, 'recall': 0.62, 'f1': 0.4937914406268837, 'accuracy': 0.62}",0.62,0.5333333333333333,0.6235294117647059,0.7673469387755102,0.3428571428571428,0.5998994469582705,0.62,0.5333333333333333,0.6235294117647059,0.4937914406268837,0.41739130434782606,0.5720485108489398
bert,BERT,General domain BERT,title_abstract,0.0001,2,150,"{'precision': 0.5131955484896661, 'recall': 0.5764705882352941, 'f1': 0.5075630252100841, 'accuracy': 0.5764705882352941}","{'precision': 0.7857142857142858, 'recall': 0.6666666666666666, 'f1': 0.5838509316770186, 'accuracy': 0.6666666666666666}","{'precision': 0.6316151202749141, 'recall': 0.61, 'f1': 0.48816471633832026, 'accuracy': 0.61}",0.61,0.6666666666666666,0.5764705882352941,0.6316151202749141,0.7857142857142858,0.5131955484896661,0.61,0.6666666666666666,0.5764705882352941,0.48816471633832026,0.5838509316770186,0.5075630252100841
