model_name,model_display_name,model_description,dataset_type,learning_rate,iteration,epochs_trained,train_metrics,val_metrics,test_metrics,test_accuracy,val_accuracy,train_accuracy,test_precision,val_precision,train_precision,test_recall,val_recall,train_recall,test_f1,val_f1,train_f1
biobert,BioBERT,Biomedical domain BERT,title,0.0002,1,11,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,0.0002,2,21,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,0.0002,3,11,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,0.0002,4,11,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,0.0005,0,11,"{'precision': 0.48481649069884364, 'recall': 0.5529411764705883, 'f1': 0.4918076066331161, 'accuracy': 0.5529411764705883}","{'precision': 0.38, 'recall': 0.4, 'f1': 0.3885167464114832, 'accuracy': 0.4}","{'precision': 0.6631299734748011, 'recall': 0.65, 'f1': 0.5929919137466307, 'accuracy': 0.65}",0.65,0.4,0.5529411764705883,0.6631299734748011,0.38,0.48481649069884364,0.65,0.4,0.5529411764705883,0.5929919137466307,0.3885167464114832,0.4918076066331161
biobert,BioBERT,Biomedical domain BERT,title,0.0005,1,11,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,0.0005,2,11,"{'precision': 0.3714285714285714, 'recall': 0.6, 'f1': 0.45882352941176463, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.3575757575757576, 'recall': 0.59, 'f1': 0.44528301886792443, 'accuracy': 0.59}",0.59,0.6,0.6,0.3575757575757576,0.36,0.3714285714285714,0.59,0.6,0.6,0.44528301886792443,0.44999999999999996,0.45882352941176463
biobert,BioBERT,Biomedical domain BERT,title,0.0005,3,11,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,0.0005,4,11,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,1e-05,0,14,"{'precision': 0.3714285714285714, 'recall': 0.6, 'f1': 0.45882352941176463, 'accuracy': 0.6}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.5333333333333333,0.6,0.7636363636363638,0.3428571428571428,0.3714285714285714,0.61,0.5333333333333333,0.6,0.4723423838011966,0.41739130434782606,0.45882352941176463
biobert,BioBERT,Biomedical domain BERT,title,1e-05,1,56,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,1e-05,2,13,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,1e-05,3,31,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,1e-05,4,26,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,2e-05,0,62,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.3575757575757576, 'recall': 0.59, 'f1': 0.44528301886792443, 'accuracy': 0.59}",0.59,0.6,0.611764705882353,0.3575757575757576,0.36,0.3742560553633218,0.59,0.6,0.611764705882353,0.44528301886792443,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,2e-05,1,30,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,2e-05,2,26,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,2e-05,3,29,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,2e-05,4,28,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,5e-05,0,56,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.3575757575757576, 'recall': 0.59, 'f1': 0.44528301886792443, 'accuracy': 0.59}",0.59,0.6,0.611764705882353,0.3575757575757576,0.36,0.3742560553633218,0.59,0.6,0.611764705882353,0.44528301886792443,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,5e-05,1,11,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,5e-05,2,15,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,5e-05,3,18,"{'precision': 0.5700212615166549, 'recall': 0.611764705882353, 'f1': 0.4844070961718021, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.3575757575757576, 'recall': 0.59, 'f1': 0.44528301886792443, 'accuracy': 0.59}",0.59,0.6,0.611764705882353,0.3575757575757576,0.36,0.5700212615166549,0.59,0.6,0.611764705882353,0.44528301886792443,0.44999999999999996,0.4844070961718021
biobert,BioBERT,Biomedical domain BERT,title,5e-05,4,11,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,1e-06,0,11,"{'precision': 0.5024390243902439, 'recall': 0.6, 'f1': 0.47810945273631833, 'accuracy': 0.6}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.4336842105263157, 'recall': 0.57, 'f1': 0.451326164874552, 'accuracy': 0.57}",0.57,0.5333333333333333,0.6,0.4336842105263157,0.3428571428571428,0.5024390243902439,0.57,0.5333333333333333,0.6,0.451326164874552,0.41739130434782606,0.47810945273631833
biobert,BioBERT,Biomedical domain BERT,title,1e-06,1,300,"{'precision': 0.4447058823529411, 'recall': 0.5764705882352941, 'f1': 0.46535322262876455, 'accuracy': 0.5764705882352941}","{'precision': 0.5692307692307692, 'recall': 0.6, 'f1': 0.5363636363636365, 'accuracy': 0.6}","{'precision': 0.48937728937728936, 'recall': 0.57, 'f1': 0.4781186646844169, 'accuracy': 0.57}",0.57,0.6,0.5764705882352941,0.48937728937728936,0.5692307692307692,0.4447058823529411,0.57,0.6,0.5764705882352941,0.4781186646844169,0.5363636363636365,0.46535322262876455
biobert,BioBERT,Biomedical domain BERT,title,1e-06,2,482,"{'precision': 0.4671387073347858, 'recall': 0.5882352941176471, 'f1': 0.4717596853819763, 'accuracy': 0.5882352941176471}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.4907801418439716, 'recall': 0.58, 'f1': 0.4711462450592886, 'accuracy': 0.58}",0.58,0.5333333333333333,0.5882352941176471,0.4907801418439716,0.3428571428571428,0.4671387073347858,0.58,0.5333333333333333,0.5882352941176471,0.4711462450592886,0.41739130434782606,0.4717596853819763
biobert,BioBERT,Biomedical domain BERT,title,1e-06,3,148,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,1e-06,4,454,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,2e-06,0,219,"{'precision': 0.5024390243902439, 'recall': 0.6, 'f1': 0.47810945273631833, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.45625, 'recall': 0.58, 'f1': 0.45664335664335676, 'accuracy': 0.58}",0.58,0.6,0.6,0.45625,0.36,0.5024390243902439,0.58,0.6,0.6,0.45664335664335676,0.44999999999999996,0.47810945273631833
biobert,BioBERT,Biomedical domain BERT,title,2e-06,1,16,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,2e-06,2,223,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.6,0.611764705882353,0.7636363636363638,0.36,0.3742560553633218,0.61,0.6,0.611764705882353,0.4723423838011966,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,2e-06,3,35,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,2e-06,4,284,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,5e-06,0,29,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,5e-06,1,16,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,5e-06,2,91,"{'precision': 0.4996904024767802, 'recall': 0.5764705882352941, 'f1': 0.4951680672268908, 'accuracy': 0.5764705882352941}","{'precision': 0.5692307692307692, 'recall': 0.6, 'f1': 0.5363636363636365, 'accuracy': 0.6}","{'precision': 0.4460038986354775, 'recall': 0.51, 'f1': 0.4592859718716193, 'accuracy': 0.51}",0.51,0.6,0.5764705882352941,0.4460038986354775,0.5692307692307692,0.4996904024767802,0.51,0.6,0.5764705882352941,0.4592859718716193,0.5363636363636365,0.4951680672268908
biobert,BioBERT,Biomedical domain BERT,title,5e-06,3,94,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
biobert,BioBERT,Biomedical domain BERT,title,5e-06,4,148,"{'precision': 0.36853295535081504, 'recall': 0.5882352941176471, 'f1': 0.4531590413943355, 'accuracy': 0.5882352941176471}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.49209621993127145, 'recall': 0.59, 'f1': 0.4619167530736187, 'accuracy': 0.59}",0.59,0.5333333333333333,0.5882352941176471,0.49209621993127145,0.3428571428571428,0.36853295535081504,0.59,0.5333333333333333,0.5882352941176471,0.4619167530736187,0.41739130434782606,0.4531590413943355
biobert,BioBERT,Biomedical domain BERT,title_abstract,0.0001,0,67,"{'precision': 0.4795518207282913, 'recall': 0.5764705882352941, 'f1': 0.48117647058823526, 'accuracy': 0.5764705882352941}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.6926315789473685, 'recall': 0.63, 'f1': 0.5278853046594982, 'accuracy': 0.63}",0.63,0.5333333333333333,0.5764705882352941,0.6926315789473685,0.3428571428571428,0.4795518207282913,0.63,0.5333333333333333,0.5764705882352941,0.5278853046594982,0.41739130434782606,0.48117647058823526
biobert,BioBERT,Biomedical domain BERT,title_abstract,0.0001,1,86,"{'precision': 0.6020639834881321, 'recall': 0.6235294117647059, 'f1': 0.5512605042016806, 'accuracy': 0.6235294117647059}","{'precision': 0.7857142857142858, 'recall': 0.6666666666666666, 'f1': 0.5838509316770186, 'accuracy': 0.6666666666666666}","{'precision': 0.6782608695652175, 'recall': 0.64, 'f1': 0.5578947368421052, 'accuracy': 0.64}",0.64,0.6666666666666666,0.6235294117647059,0.6782608695652175,0.7857142857142858,0.6020639834881321,0.64,0.6666666666666666,0.6235294117647059,0.5578947368421052,0.5838509316770186,0.5512605042016806
biobert,BioBERT,Biomedical domain BERT,title_abstract,0.0001,2,20,"{'precision': 0.3714285714285714, 'recall': 0.6, 'f1': 0.45882352941176463, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.6,0.36,0.36,0.3714285714285714,0.6,0.6,0.6,0.44999999999999996,0.44999999999999996,0.45882352941176463
biobert,BioBERT,Biomedical domain BERT,title_abstract,0.0001,3,84,"{'precision': 0.4835294117647059, 'recall': 0.5647058823529412, 'f1': 0.4877064101597423, 'accuracy': 0.5647058823529412}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.6599078341013825, 'recall': 0.63, 'f1': 0.5400083437630371, 'accuracy': 0.63}",0.63,0.5333333333333333,0.5647058823529412,0.6599078341013825,0.3428571428571428,0.4835294117647059,0.63,0.5333333333333333,0.5647058823529412,0.5400083437630371,0.41739130434782606,0.4877064101597423
biobert,BioBERT,Biomedical domain BERT,title_abstract,0.0001,4,56,"{'precision': 0.42607313195548485, 'recall': 0.5294117647058824, 'f1': 0.45284780578898226, 'accuracy': 0.5294117647058824}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.6599078341013825, 'recall': 0.63, 'f1': 0.5400083437630371, 'accuracy': 0.63}",0.63,0.5333333333333333,0.5294117647058824,0.6599078341013825,0.3428571428571428,0.42607313195548485,0.63,0.5333333333333333,0.5294117647058824,0.5400083437630371,0.41739130434782606,0.45284780578898226
biobert,BioBERT,Biomedical domain BERT,title_abstract,0.0002,0,107,"{'precision': 0.5058823529411764, 'recall': 0.5529411764705883, 'f1': 0.5112156862745098, 'accuracy': 0.5529411764705883}","{'precision': 0.7857142857142858, 'recall': 0.6666666666666666, 'f1': 0.5838509316770186, 'accuracy': 0.6666666666666666}","{'precision': 0.6211764705882353, 'recall': 0.63, 'f1': 0.5778056426332289, 'accuracy': 0.63}",0.63,0.6666666666666666,0.5529411764705883,0.6211764705882353,0.7857142857142858,0.5058823529411764,0.63,0.6666666666666666,0.5529411764705883,0.5778056426332289,0.5838509316770186,0.5112156862745098
biobert,BioBERT,Biomedical domain BERT,title_abstract,0.0002,1,71,"{'precision': 0.5131955484896661, 'recall': 0.5764705882352941, 'f1': 0.5075630252100841, 'accuracy': 0.5764705882352941}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.6211764705882353, 'recall': 0.63, 'f1': 0.5778056426332289, 'accuracy': 0.63}",0.63,0.5333333333333333,0.5764705882352941,0.6211764705882353,0.3428571428571428,0.5131955484896661,0.63,0.5333333333333333,0.5764705882352941,0.5778056426332289,0.41739130434782606,0.5075630252100841
biobert,BioBERT,Biomedical domain BERT,title_abstract,0.0002,2,61,"{'precision': 0.5615384615384615, 'recall': 0.6, 'f1': 0.5453015427769985, 'accuracy': 0.6}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.6886363636363636, 'recall': 0.66, 'f1': 0.6006237006237005, 'accuracy': 0.66}",0.66,0.5333333333333333,0.6,0.6886363636363636,0.3428571428571428,0.5615384615384615,0.66,0.5333333333333333,0.6,0.6006237006237005,0.41739130434782606,0.5453015427769985
biobert,BioBERT,Biomedical domain BERT,title_abstract,0.0002,3,116,"{'precision': 0.4543953466554086, 'recall': 0.5058823529411764, 'f1': 0.4686785796456784, 'accuracy': 0.5058823529411764}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.6184266477675407, 'recall': 0.63, 'f1': 0.5851061219482271, 'accuracy': 0.63}",0.63,0.5333333333333333,0.5058823529411764,0.6184266477675407,0.3428571428571428,0.4543953466554086,0.63,0.5333333333333333,0.5058823529411764,0.5851061219482271,0.41739130434782606,0.4686785796456784
biobert,BioBERT,Biomedical domain BERT,title_abstract,0.0002,4,72,"{'precision': 0.5375350140056022, 'recall': 0.5647058823529412, 'f1': 0.5419948849104859, 'accuracy': 0.5647058823529412}","{'precision': 0.7857142857142858, 'recall': 0.6666666666666666, 'f1': 0.5838509316770186, 'accuracy': 0.6666666666666666}","{'precision': 0.6545454545454545, 'recall': 0.66, 'f1': 0.6328190743338008, 'accuracy': 0.66}",0.66,0.6666666666666666,0.5647058823529412,0.6545454545454545,0.7857142857142858,0.5375350140056022,0.66,0.6666666666666666,0.5647058823529412,0.6328190743338008,0.5838509316770186,0.5419948849104859
